wkt_geom;generator:source;generator:output
Point (9.25323269999999987 54.07084110000000265);wind;3400
Point (9.24935999999999936 54.07264909999999958);wind;3400
Point (9.23940499999999965 54.06540249999999759);wind;3200
Point (9.2344059000000005 54.06838969999999733);wind;3200
Point (9.23847100000000054 54.06293260000000345);wind;3200
Point (9.23190559999999927 54.06550690000000259);wind;3200
Point (9.23499209999999948 54.06032400000000138);wind;3200
Point (9.23125749999999989 54.06268279999999748);wind;3200
Point (9.39793099999999981 53.88031120000000129);solar;
Point (10.00393429999999917 54.7073073999999977);solar;
Point (10.93736419999999931 53.50041219999999953);biomass;2
Point (9.31373870000000004 53.89609159999999832);wind;
Point (9.57221050000000062 54.59116300000000166);wind;
Point (9.51474930000000008 54.37209130000000101);wind;3
Point (8.97812689999999947 54.57826200000000227);wind;
Point (9.57038479999999936 54.58871409999999713);wind;
Point (9.06356229999999918 54.58262589999999648);wind;
Point (8.6294550000000001 53.54801109999999653);wind;3.4
Point (9.07160050000000062 54.58151229999999998);wind;
Point (9.06763609999999964 54.58205759999999884);wind;
Point (9.06760730000000059 54.57977329999999938);wind;
Point (9.06445350000000083 54.58002170000000319);wind;
Point (8.88428080000000087 54.66451820000000339);wind;3.075
Point (9.06533040000000057 54.57771790000000323);wind;
Point (8.88420670000000001 54.66129959999999954);wind;3.075
Point (8.87759379999999965 54.6613710000000026);wind;3.075
Point (8.8751736999999995 54.65767559999999747);wind;3.075
Point (8.8863430000000001 54.65851800000000082);wind;3.075
Point (8.88606099999999977 54.6552983999999995);wind;3.075
Point (8.88031140000000008 54.65626389999999901);wind;3.075
Point (10.79820789999999953 54.18404819999999944);wind;3
Point (9.81792880000000068 54.75276879999999835);wind;
Point (10.7918933999999993 54.18220860000000272);wind;3
Point (10.80282489999999918 54.18276970000000148);wind;3
Point (10.79418979999999983 54.17643079999999856);wind;3
Point (10.79584389999999949 54.18004859999999923);wind;3
Point (9.34063090000000074 53.94364829999999955);solar;
Point (10.19639510000000016 53.75829720000000123);;
Point (9.33812409999999993 53.94298669999999873);solar;
Point (9.33852000000000082 53.94304129999999731);solar;
Point (9.31775960000000048 53.93699990000000355);solar;
Point (9.33990829999999939 53.9399871000000033);solar;
Point (9.40804999999999936 54.14806670000000111);wind;3.2
Point (9.40303330000000059 54.14953330000000165);wind;3.2
Point (9.40063330000000086 54.14730000000000132);wind;3.2
Point (9.41220000000000034 54.14795000000000158);wind;3.2
Point (9.42728329999999914 54.14561669999999793);wind;3.2
Point (9.41718329999999959 54.14694999999999681);wind;3.2
Point (9.42539999999999978 54.14334999999999809);wind;3.2
Point (9.42074999999999996 54.14498329999999982);wind;3.2
Point (9.34762319999999924 54.67090300000000269);wind;yes
Point (9.34210859999999954 54.66931590000000085);wind;yes
Point (9.34344109999999972 54.66560489999999817);wind;yes
Point (9.34863379999999999 54.66536849999999959);wind;yes
Point (9.35242709999999988 54.6700281999999973);wind;yes
Point (9.34683249999999965 54.66806760000000054);wind;yes
Point (9.7227838000000002 54.29055300000000273);oil;87
Point (9.35236970000000056 54.66696879999999936);wind;yes
Point (9.18844029999999989 54.79945210000000344);wind;3200
Point (9.3481620000000003 54.63659229999999667);wind;yes
Point (9.18068120000000043 54.79756919999999809);wind;3200
Point (9.17577069999999928 54.7990043);wind;2050
Point (9.1733311999999998 54.79621819999999843);wind;2050
Point (9.19065070000000084 54.79672180000000026);wind;3200
Point (9.19020219999999988 54.79364379999999812);wind;3200
Point (9.1841582000000006 54.7949271999999965);wind;3200
Point (9.77447579999999938 53.97398100000000198);wind;
Point (9.77075490000000002 53.97680160000000171);wind;
Point (9.77075490000000002 53.96972550000000268);wind;
Point (9.77187119999999965 53.97215729999999922);wind;
Point (9.76587649999999918 53.97553719999999799);wind;
Point (9.76922530000000044 53.97434580000000182);wind;
Point (9.76248370000000065 53.97193459999999732);wind;
Point (9.76510410000000029 53.97346029999999928);wind;
Point (10.19027649999999952 53.46708590000000072);gas;
Point (9.76318020000000075 53.96676990000000274);wind;
Point (10.19041870000000038 53.46691659999999757);gas;
Point (10.19050449999999941 53.47020559999999989);gas;
Point (10.13960319999999982 53.43304040000000299);gas;
Point (10.15443519999999999 53.44051689999999866);gas;
Point (10.15082010000000068 53.43689930000000032);gas;
Point (10.14423260000000049 53.43970329999999791);gas;
Point (10.16467639999999939 53.46620260000000258);gas;
Point (10.16390400000000049 53.46320070000000158);gas;
Point (10.16243949999999963 53.46478150000000085);gas;
Point (10.16621600000000036 53.46446219999999983);gas;
Point (10.16718159999999926 53.46258430000000317);gas;
Point (10.16352310000000081 53.46000060000000076);gas;
Point (10.16922010000000043 53.46231610000000245);gas;
Point (10.16866219999999998 53.46367020000000281);gas;
Point (10.17427340000000058 53.46043809999999752);gas;
Point (10.1678253999999999 53.46042529999999715);gas;
Point (10.17491710000000005 53.46297560000000004);gas;
Point (10.17117280000000079 53.46087250000000068);gas;
Point (10.17553400000000074 53.46138349999999662);gas;
Point (10.17366179999999964 53.46226180000000028);gas;
Point (10.18518459999999948 53.46064249999999873);gas;
Point (10.17529799999999973 53.46060740000000067);gas;
Point (10.1755286999999992 53.46351210000000265);gas;
Point (10.18649890000000013 53.45911259999999743);gas;
Point (10.1800025999999999 53.45947989999999805);gas;
Point (10.17912280000000003 53.46140900000000329);gas;
Point (10.18372010000000039 53.45308519999999675);gas;
Point (10.17712730000000043 53.45991430000000122);gas;
Point (10.18774130000000078 53.45869290000000262);gas;
Point (10.18291010000000085 53.46115350000000177);gas;
Point (10.19505780000000073 53.45854949999999661);;
Point (10.19314600000000048 53.45716290000000015);gas;
Point (9.3066437999999998 54.73008980000000179);wind;3200
Point (10.1869796000000008 53.45653690000000324);gas;
Point (9.18491509999999955 54.7906078999999977);wind;3200
Point (9.30262650000000058 54.72747309999999743);wind;3200
Point (10.07892629999999912 54.252637);wind;yes
Point (9.23949310000000068 54.05957800000000191);wind;3200
Point (9.40113329999999969 54.20556669999999855);wind;
Point (9.40306670000000011 54.20848329999999748);wind;
Point (9.41334999999999944 54.20471669999999875);wind;
Point (9.40675000000000061 54.20491669999999829);wind;
Point (9.40018330000000013 54.19963330000000212);wind;
Point (9.40970000000000084 54.20211669999999771);wind;
Point (9.3137667000000004 54.20094999999999885);wind;
Point (9.39504999999999946 54.19921670000000091);wind;
Point (9.31818329999999939 54.19896669999999972);wind;
Point (9.32358329999999924 54.1997833);wind;
Point (9.29560000000000031 54.20761670000000265);wind;
Point (9.30968329999999966 54.20291670000000295);wind;
Point (9.31516670000000069 54.2047499999999971);wind;
Point (9.29931670000000032 54.20570000000000022);wind;
Point (9.31941669999999966 54.20216669999999937);wind;
Point (9.30371670000000073 54.20293329999999798);wind;
Point (9.26900159999999929 54.10673280000000318);wind;3.3
Point (9.26724409999999921 54.10988059999999678);wind;3.3
Point (9.85729569999999988 53.50201100000000309);wind;2000
Point (9.27124769999999998 54.10370809999999864);wind;3.3
Point (8.62437910000000052 54.33041219999999782);wind;yes
Point (10.67405289999999951 53.8983861000000033);gas;2
Point (9.8983314 54.67713890000000276);solar;
Point (9.90886760000000066 54.6784624000000008);solar;
Point (9.90989429999999949 54.67683040000000005);solar;
Point (9.89935400000000065 54.67708590000000157);solar;
Point (8.88080109999999934 54.47611510000000123);wind;yes
Point (9.90791740000000054 54.6766886999999997);solar;
Point (9.0175762000000006 54.26911059999999765);wind;
Point (9.01071360000000077 54.26967969999999752);wind;
Point (10.0011366000000006 53.54181369999999873);wind;12.5
Point (8.96017699999999984 54.19610289999999964);wind;
Point (10.00125740000000008 53.54163439999999952);wind;12.5
Point (10.00119210000000081 53.54172679999999929);wind;12.5
Point (9.91991830000000085 54.67020899999999983);solar;
Point (9.91925550000000023 54.67021439999999899);solar;
Point (9.91630080000000014 54.66937490000000111);solar;
Point (9.91511490000000073 54.66987559999999746);solar;
Point (9.91346410000000056 54.66992110000000338);solar;
Point (9.91646300000000025 54.67036029999999869);solar;
Point (8.9247595000000004 54.61460650000000072);wind;2
Point (9.91455179999999991 54.66949209999999937);solar;
Point (8.95504320000000043 54.59112030000000004);wind;3.3
Point (8.95729670000000056 54.59519980000000317);wind;3.3
Point (9.86242889999999939 54.42675739999999962);wind;3200
Point (10.24430880000000066 53.43892710000000079);wind;
Point (9.85642580000000024 54.42478049999999712);wind;3200
Point (9.86817429999999973 54.42495449999999835);wind;3200
Point (9.87078670000000002 54.4220903000000007);wind;3200
Point (9.86154819999999965 54.4237341999999984);wind;3200
Point (9.86414319999999911 54.42102169999999717);wind;3200
Point (9.85490929999999921 54.42193530000000123);wind;3200
Point (9.86486159999999934 54.41790610000000328);wind;3200
Point (9.85759370000000068 54.4191363999999993);wind;3200
Point (8.95125400000000049 54.14929109999999923);wind;
Point (9.85963590000000067 54.41615070000000287);wind;3200
Point (9.08796749999999953 53.99604490000000112);wind;3200
Point (9.41173039999999972 54.44785350000000079);wind;
Point (9.37240700000000082 54.11589430000000078);wind;
Point (9.37409599999999976 54.11816120000000296);wind;
Point (9.36192139999999995 54.11634459999999791);wind;
Point (9.37000109999999964 54.11835740000000072);wind;
Point (9.35501310000000075 53.93368780000000129);solar;
Point (9.36528689999999919 54.11188589999999721);wind;
Point (9.35446109999999997 53.93337220000000087);solar;
Point (9.35513139999999943 53.93358860000000021);solar;
Point (8.69073829999999958 53.44563490000000172);wind;
Point (8.69862419999999936 53.44859259999999779);wind;
Point (8.91754859999999994 54.01799419999999685);wind;
Point (8.69511089999999953 53.44367859999999837);wind;
Point (8.94741559999999936 54.0058488999999966);wind;3200
Point (8.95297500000000035 54.0064739999999972);wind;3200
Point (8.95171500000000009 54.00104499999999774);wind;3200
Point (8.9516960000000001 54.00376800000000088);wind;3200
Point (9.53018360000000087 54.06474459999999738);wind;3200
Point (8.93734380000000073 53.98114019999999869);wind;
Point (9.2566821000000008 54.13317630000000236);wind;
Point (9.5286319000000006 54.06198760000000192);wind;3200
Point (10.83662670000000006 54.30721069999999884);biomass;
Point (9.31102820000000087 54.72389950000000169);wind;
Point (8.70245829999999998 53.44745929999999845);wind;
Point (8.7088953999999994 53.45703619999999745);wind;
Point (9.0983230000000006 54.63459770000000049);wind;2310
Point (9.0949542000000001 54.63464799999999855);wind;2310
Point (9.09126490000000054 54.63316910000000348);wind;2310
Point (9.10204509999999978 54.63414740000000336);wind;2310
Point (9.09531349999999961 54.63199889999999925);wind;2310
Point (9.09930280000000025 54.63220139999999958);wind;2310
Point (9.09804160000000017 54.6300454000000002);wind;2310
Point (9.08979180000000042 54.63093839999999801);wind;2310
Point (9.08850930000000012 54.62874970000000019);wind;2310
Point (9.09391600000000011 54.62984879999999777);wind;2310
Point (9.09489349999999952 54.62749300000000119);wind;2310
Point (9.09889869999999945 54.62782740000000103);wind;2310
Point (9.09190219999999982 54.6260091999999986);wind;2310
Point (9.08718380000000003 54.62687420000000316);wind;2310
Point (8.60467049999999922 53.58056830000000303);solar;
Point (8.96990830000000017 54.8936204000000032);wind;
Point (9.99029859999999914 54.63521479999999997);;
Point (8.60417379999999987 53.5798987000000011);solar;
Point (9.67311240000000083 54.63796589999999753);wind;
Point (9.66463380000000072 54.66689709999999991);wind;
Point (9.81677250000000079 54.20838439999999991);wind;3
Point (9.80783270000000051 54.20936720000000264);wind;3
Point (9.80463160000000045 54.20653200000000282);wind;3
Point (9.81121729999999914 54.20658300000000196);wind;3
Point (10.57044409999999957 53.91726059999999876);biogas;
Point (9.80862830000000052 54.20344879999999677);wind;3
Point (9.50843479999999985 54.13455249999999808);wind;
Point (8.71597749999999927 53.71576259999999792);;
Point (9.5044941000000005 54.12907229999999714);wind;
Point (9.50703820000000022 54.13148060000000328);wind;
Point (9.50043550000000003 54.12483300000000241);wind;
Point (9.49292029999999976 54.12490160000000117);wind;
Point (9.12313490000000016 54.73350260000000134);wind;3
Point (9.13042620000000049 54.73424620000000118);wind;3
Point (9.13893780000000078 54.73100099999999912);wind;3
Point (9.13051530000000078 54.73184220000000266);wind;3
Point (9.12323059999999941 54.73023930000000092);wind;
Point (9.14528469999999949 54.73081059999999809);wind;3
Point (9.13817820000000047 54.72829380000000299);wind;3
Point (9.13033880000000053 54.72915449999999993);wind;3
Point (9.12913479999999922 54.72645049999999856);wind;3
Point (9.1228750999999999 54.72774059999999707);wind;
Point (9.4184543000000005 54.04866260000000011);wind;3
Point (9.13609849999999923 54.72574190000000272);wind;3
Point (9.41708730000000038 54.04498149999999868);wind;3
Point (9.42432960000000008 54.04786589999999791);wind;3
Point (9.10757689999999975 53.92572349999999659);wind;3000
Point (9.42019409999999979 54.04272710000000046);wind;3
Point (9.07080960000000047 54.00906479999999732);wind;3000
